uniprot	gene_symbol
P23280	CA6
P23284	PPIB
P23297	S100A1
P23327	HRC
P23352	ANOS1
P23368	ME2
P23378	GLDC
P23381	WARS1
P23396	RPS3
P23416	GLRA2
P23434	GCSH
P23435	CBLN1
P23443	RPS6KB1
P23458	JAK1
P23467	PTPRB
P23468	PTPRD
P23469	PTPRE
P23470	PTPRG
P23471	PTPRZ1
P23497	SP100
P23508	MCC
P23510	TNFSF4
P23511	NFYA
P23515	OMG
P23526	AHCY
P23527	H2BC17
P23528	CFL1
P23560	BDNF
P23582	NPPC
P23588	EIF4B
P23634	ATP2B4
P23677	ITPKA
P23743	DGKA
P23763	VAMP1
P23769	GATA2
P23771	GATA3
P23786	CPT2
P23919	DTYMK
P23921	RRM1
P23942	PRPH2
P23946	CMA1
P24043	LAMA2
P24046	GABRR1
P24071	FCAR
P24278	ZBTB25
P24298	GPT
P24310	COX7A1
P24311	COX7B
P24347	MMP11
P24385	CCND1
P24386	CHM
P24387	CRHBP
P24390	KDELR1
P24394	IL4R
P24462	CYP3A7
P24468	NR2F2
P24522	GADD45A
P24530	EDNRB
P24534	EEF1B2
P24539	ATP5PB
P24557	TBXAS1
P24588	AKAP5
P24592	IGFBP6
P24593	IGFBP5
P24666	ACP1
P24723	PRKCH
P24752	ACAT1
P24844	MYL9
P24855	DNASE1
P24863	CCNC
P24864	CCNE1
P24903	CYP2F1
P24941	CDK2
P25021	HRH2
P25054	APC
P25063	CD24
P25089	FPR3
P25090	FPR2
P25092	GUCY2C
P25098	GRK2
P25100	ADRA1D
P25101	EDNRA
P25103	TACR1
P25105	PTAFR
P25106	ACKR3
P25116	F2R
P25189	MPZ
P25205	MCM3
P25208	NFYB
P25311	AZGP1
P25325	MPST
P25391	LAMA1
P25398	RPS12
P25440	BRD2
P25445	FAS
P25490	YY1
P25685	DNAJB1
P25686	DNAJB2
P25705	ATP5F1A
P25713	MT3
P25774	CTSS
P25786	PSMA1
P25787	PSMA2
P25788	PSMA3
P25791	LMO2
P25800	LMO1
P25815	S100P
P25874	UCP1
P25929	NPY1R
P25940	COL5A3
P25942	CD40
P25963	NFKBIA
P26006	ITGA3
P26010	ITGB7
P26012	ITGB8
P26022	PTX3
P26038	MSN
P26196	DDX6
P26232	CTNNA2
P26358	DNMT1
P26367	PAX6
P26368	U2AF2
P26373	RPL13
P26374	CHML
P26378	ELAVL4
P26436	ACRV1
P26439	HSD3B2
P26440	IVD
P26447	S100A4
P26572	MGAT1
P26583	HMGB2
P26599	PTBP1
P26639	TARS1
P26640	VARS1
P26641	EEF1G
P26651	ZFP36
P26678	PLN
P26715	KLRC1
P26842	CD27
P26885	FKBP2
P26951	IL3RA
P26992	CNTFR
P27037	ACVR2A
P27105	STOM
P27169	PON1
P27216	ANXA13
P27338	MAOB
P27348	YWHAQ
P27352	CBLIF
P27361	MAPK3
P27448	MARK3
P27449	ATP6V0C
P27469	G0S2
P27482	CALML3
P27487	DPP4
P27540	ARNT
P27544	CERS1
P27635	RPL10
P27658	COL8A1
P27695	APEX1
P27701	CD82
P27707	DCK
P27708	CAD
P27797	CALR
P27824	CANX
P27918	CFP
P27930	IL1R2
P27986	PIK3R1
P27987	ITPKB
P28065	PSMB9
P28066	PSMA5
P28067	HLA-DMA
P28068	HLA-DMB
P28070	PSMB4
P28072	PSMB6
P28074	PSMB5
P28161	GSTM2
P28221	HTR1D
P28222	HTR1B
P28223	HTR2A
P28288	ABCD3
P28289	TMOD1
P28290	ITPRID2
P28300	LOX
P28324	ELK4
P28325	CST5
P28329	CHAT
P28330	ACADL
P28331	NDUFS1
P28332	ADH6
P28340	POLD1
P28347	TEAD1
P28358	HOXD10
P28360	MSX1
P28370	SMARCA1
P28472	GABRB3
P28482	MAPK1
P28562	DUSP1
P28676	GCA
P28698	MZF1
P28702	RXRB
P28715	ERCC5
P28749	RBL1
P28799	GRN
P28827	PTPRM
P28838	LAP3
P28845	HSD11B1
P28906	CD34
P28907	CD38
P29016	CD1B
P29017	CD1C
P29033	GJB2
P29034	S100A2
P29074	PTPN4
P29083	GTF2E1
P29084	GTF2E2
P29120	PCSK1
P29122	PCSK6
P29144	TPP2
P29218	IMPA1
P29274	ADORA2A
P29275	ADORA2B
P29279	CCN2
P29317	EPHA2
P29320	EPHA3
P29322	EPHA8
P29323	EPHB2
P29350	PTPN6
P29353	SHC1
P29371	TACR3
P29372	MPG
P29373	CRABP2
P29374	ARID4A
P29375	KDM5A
P29376	LTK
P29377	S100G
P29400	COL4A5
P29401	TKT
P29466	CASP1
P29474	NOS3
P29475	NOS1
P29536	LMOD1
P29558	RBMS1
P29590	PML
P29597	TYK2
P29622	SERPINA4
P29692	EEF1D
P29728	OAS2
P29762	CRABP1
P29803	PDHA2
P29965	CD40LG
P29966	MARCKS
P29972	AQP1
P29973	CNGA1
P29992	GNA11
P30038	ALDH4A1
P30039	PBLD
P30040	ERP29
P30041	PRDX6
P30043	BLVRB
P30047	GCHFR
P30048	PRDX3
P30050	RPL12
P30084	ECHS1
P30085	CMPK1
P30101	PDIA3
P30153	PPP2R1A
P30154	PPP2R1B
P30203	CD6
P30260	CDC27
P30273	FCER1G
P30279	CCND2
P30281	CCND3
P30291	WEE1
P30301	MIP
P30304	CDC25A
P30305	CDC25B
P30307	CDC25C
P30405	PPIF
P30408	TM4SF1
P30411	BDKRB2
P30414	NKTR
P30419	NMT1
P30511	HLA-F
P30518	AVPR2
P30519	HMOX2
P30520	ADSS2
P30530	AXL
P30531	SLC6A1
P30532	CHRNA5
P30533	LRPAP1
P30542	ADORA1
P30550	GRPR
P30556	AGTR1
P30559	OXTR
P30566	ADSL
P30613	PKLR
P30622	CLIP1
P30626	SRI
P30679	GNA15
P30740	SERPINB1
P30793	GCH1
P30825	SLC7A1
P30837	ALDH1B1
P30838	ALDH3A1
P30872	SSTR1
P30874	SSTR2
P30876	POLR2B
P30926	CHRNB4
P30939	HTR1F
P30989	NTSR1
P30990	NTS
P31040	SDHA
P31146	CORO1A
P31150	GDI1
P31152	MAPK4
P31153	MAT2A
P31249	HOXD3
P31260	HOXA10
P31267	HOXA6
P31268	HOXA7
P31269	HOXA9
P31270	HOXA11
P31271	HOXA13
P31273	HOXC8
P31274	HOXC9
P31275	HOXC12
P31276	HOXC13
P31277	HOXD11
P31314	TLX1
P31321	PRKAR1B
P31323	PRKAR2B
P31327	CPS1
P31350	RRM2
P31358	CD52
P31371	FGF9
P31415	CASQ1
P31431	SDC4
P31483	TIA1
P31512	FMO4
P31513	FMO3
P31629	HIVEP2
P31639	SLC5A2
P31641	SLC6A6
P31645	SLC6A4
P31689	DNAJA1
P31749	AKT1
P31751	AKT2
P31785	IL2RG
P31930	UQCRC1
P31937	HIBADH
P31939	ATIC
P31941	APOBEC3A
P31942	HNRNPH3
P31943	HNRNPH1
P31944	CASP14
P31946	YWHAB
P31947	SFN
P31948	STIP1
P31949	S100A11
P31994	FCGR2B
P31997	CEACAM8
P32004	L1CAM
P32019	INPP5B
P32119	PRDX2
P32189	GK
P32241	VIPR1
P32242	OTX1
P32246	CCR1
P32248	CCR7
P32249	GPR183
P32297	CHRNA3
P32298	GRK4
P32302	CXCR5
P32314	FOXN2
P32320	CDA
P32321	DCTD
P32322	PYCR1
P32418	SLC8A1
P32455	GBP1
P32456	GBP2
P32519	ELF1
P32745	SSTR3
P32754	HPD
P32780	GTF2H1
P32856	STX2
P32926	DSG3
P32927	CSF2RB
P32929	CTH
P32942	ICAM3
P32969	RPL9; RPL9P7; RPL9P8; RPL9P9
P32970	CD70
P32971	TNFSF8
P33076	CIITA
P33151	CDH5
P33176	KIF5B
P33240	CSTF2
P33241	LSP1
P33260	CYP2C18
P33261	CYP2C19
P33316	DUT
P33402	GUCY1A2
P33527	ABCC1
P33552	CKS2
P33681	CD80
P33763	S100A5
P33764	S100A3
P33897	ABCD1
P33908	MAN1A1
P33947	KDELR2
P33981	TTK
P33991	MCM4
P33992	MCM5
P33993	MCM7
P34059	GALNS
P34096	RNASE4
P34741	SDC2
P34820	BMP8B
P34896	SHMT1
P34897	SHMT2
P34903	GABRA3
P34910	EVI2B
P34913	EPHX2
P34925	RYK
P34931	HSPA1L
P34932	HSPA4
P34947	GRK5
P34949	MPI
P34969	HTR7
P34972	CNR2
P34995	PTGER1
P35030	PRSS3
P35052	GPC1
P35070	BTC
P35125	USP6
P35212	GJA4
P35219	CA8
P35221	CTNNA1
P35222	CTNNB1
P35226	BMI1
P35227	PCGF2
P35228	NOS2
P35232	PHB1
P35236	PTPN7
P35240	NF2
P35241	RDX
P35243	RCVRN
P35244	RPA3
P35247	SFTPD
P35249	RFC4
P35250	RFC2
P35251	RFC1
P35268	RPL22
P35318	ADM
P35321	SPRR1A
P35326	SPRR2A
P35346	SSTR5
P35348	ADRA1A
P35354	PTGS2
P35367	HRH1
P35368	ADRA1B
P35398	RORA
P35408	PTGER4
P35442	THBS2
P35443	THBS4
P35452	HOXD12
P35453	HOXD13
P35475	IDUA
P35499	SCN4A
P35520	CBS
P35523	CLCN1
P35527	KRT9
P35548	MSX2
P35556	FBN2
P35557	GCK
P35558	PCK1
P35568	IRS1
P35573	AGL
P35575	G6PC1
P35579	MYH9
P35580	MYH10
P35590	TIE1
P35606	COPB2
P35609	ACTN2
P35610	SOAT1
P35611	ADD1
P35612	ADD2
P35613	BSG
P35625	TIMP3
P35626	GRK3
P35637	FUS
P35638	DDIT3
P35659	DEK
P35670	ATP7B
P35680	HNF1B
P35711	SOX5
P35712	SOX6
P35713	SOX18
P35716	SOX11
P35749	MYH11
P35754	GLRX
P35789	ZNF93
P35790	CHKA
P35813	PPM1A
P35858	IGFALS
P35869	AHR
P35900	KRT20
P35913	PDE6B
P35914	HMGCL
P35916	FLT4
P35968	KDR
P35998	PSMC2
P36021	SLC16A2
P36222	CHI3L1
P36382	GJA5
P36383	GJC1
P36402	TCF7
P36404	ARL2
P36405	ARL3
P36406	TRIM23
P36507	MAP2K2
P36508	ZNF76
P36537	UGT2B10
P36542	ATP5F1C
P36543	ATP6V1E1
P36544	CHRNA7
P36551	CPOX
P36575	ARR3
P36578	RPL4
P36639	NUDT1
P36776	LONP1
P36871	PGM1
P36873	PPP1CC
P36888	FLT3
P36894	BMPR1A
P36896	ACVR1B
P36897	TGFBR1
P36915	GNL1
P36941	LTBR
P36952	SERPINB5
P36954	POLR2I
P36955	SERPINF1
P36956	SREBF1
P36957	DLST
P36959	GMPR
P36969	GPX4
P37023	ACVRL1
P37058	HSD17B3
P37059	HSD17B2
P37088	SCNN1A
P37108	SRP14
P37173	TGFBR2
P37198	NUP62
P37231	PPARG
P37235	HPCAL1
P37268	FDFT1
P37275	ZEB1
P37287	PIGA
P37288	AVPR1A
P37802	TAGLN2
P37837	TALDO1
P37840	SNCA
P38159	RBMX
P38398	BRCA1
P38405	GNAL
P38432	COIL
P38484	IFNGR2
P38570	ITGAE
P38571	LIPA
P38606	ATP6V1A
P38646	HSPA9
P38919	EIF4A3
P38935	IGHMBP2
P38936	CDKN1A
P39019	RPS19
P39023	RPL3
P39059	COL15A1
P39060	COL18A1
P39086	GRIK1
P39210	MPV17
P39656	DDOST
P39748	FEN1
P39877	PLA2G5
P39880	CUX1
P39900	MMP12
P39905	GDNF
P40121	CAPG
P40123	CAP2
P40126	DCT
P40145	ADCY8
P40189	IL6ST
P40198	CEACAM3
P40199	CEACAM6
P40200	CD96
P40222	TXLNA
P40227	CCT6A
P40238	MPL
P40259	CD79B
P40261	NNMT
P40305	IFI27
P40306	PSMB10
P40337	VHL
P40394	ADH7
P40424	PBX1
P40425	PBX2
P40426	PBX3
P40429	RPL13A
P40617	ARL4A
P40692	MLH1
P40763	STAT3
P40818	USP8
P40855	PEX19
P40879	SLC26A3
P40925	MDH1
P40926	MDH2
P40933	IL15
P40937	RFC5
P40938	RFC3
P40939	HADHA
P40967	PMEL
P41002	CCNF
P41091	EIF2S3
P41134	ID1
P41143	OPRD1
P41159	LEP
P41161	ETV5
P41180	CASR
P41181	AQP2
P41208	CETN2
P41212	ETV6
P41214	EIF2D
P41217	CD200
P41218	MNDA
P41219	PRPH
P41220	RGS2
P41221	WNT5A
P41223	BUD31
P41226	UBA7
P41227	NAA10
P41229	KDM5C
P41231	P2RY2
P41235	HNF4A
P41240	CSK
P41250	GARS1
P41252	IARS1
P41271	NBL1
P41273	TNFSF9
P41279	MAP3K8
P41439	FOLR3
P41440	SLC19A1
P41567	EIF1
P41586	ADCYAP1R1
P41587	VIPR2
P41595	HTR2B
P41597	CCR2
P41732	TSPAN7
P41743	PRKCI
P41970	ELK3
P42025	ACTR1B
P42081	CD86
P42126	ECI1
P42127	ASIP
P42166	TMPO
P42224	STAT1
P42226	STAT6
P42229	STAT5A
P42261	GRIA1
P42263	GRIA3
P42285	MTREX
P42330	AKR1C3
P42331	ARHGAP25
P42336	PIK3CA
P42338	PIK3CB
P42345	MTOR
P42356	PI4KA
P42357	HAL
P42566	EPS15
P42568	MLLT3
P42574	CASP3
P42575	CASP2
P42658	DPP6
P42677	RPS27
P42679	MATK
P42680	TEC
P42681	TXK
P42684	ABL2
P42685	FRK
P42695	NCAPD3
P42696	RBM34
P42701	IL12RB1
P42702	LIFR
P42704	LRPPRC
P42765	ACAA2
P42766	RPL35
P42768	WAS
P42771	CDKN2A
P42772	CDKN2B
P42773	CDKN2C
P42785	PRCP
P42830	CXCL5
P42857	NSG1
P42858	HTT
P42892	ECE1
P42898	MTHFR
P43003	SLC1A3
P43004	SLC1A2
P43005	SLC1A1
P43007	SLC1A4
P43034	PAFAH1B1
P43080	GUCA1A
P43088	PTGFR
P43115	PTGER3
P43116	PTGER2
P43119	PTGIR
P43121	MCAM
P43146	DCC
P43155	CRAT
P43166	CA7
P43234	CTSO
P43235	CTSK
P43243	MATR3
P43246	MSH2
P43251	BTD
P43268	ETV4
P43304	GPD2
P43307	SSR1
P43308	SSR2
P43351	RAD52
P43353	ALDH3B1
P43354	NR4A2
P43357	MAGEA3
P43360	MAGEA6
P43364	MAGEA11
P43378	PTPN9
P43403	ZAP70
P43405	SYK
P43487	RANBP1
P43489	TNFRSF4
P43490	NAMPT
P43630	KIR3DL2
P43657	LPAR6
P43686	PSMC4
P43694	GATA4
P43897	TSFM
P45378	TNNT3
P45379	TNNT2
P45381	ASPA
P45452	MMP13
P45844	ABCG1
P45877	PPIC
P45880	VDAC2
P45954	ACADSB
P45973	CBX5
P45974	USP5
P45983	MAPK8
P45984	MAPK9
P45985	MAP2K4
P46013	MKI67
P46019	PHKA2
P46020	PHKA1
P46059	SLC15A1
P46060	RANGAP1
P46063	RECQL
P46087	NOP2
P46089	GPR3
P46091	CMKLR2
P46092	CCR10
P46093	GPR4
P46094	XCR1
P46098	HTR3A
P46100	ATRX
P46108	CRK
P46109	CRKL
P46199	MTIF2
P46439	GSTM5
P46459	NSF
P46527	CDKN1B
P46531	NOTCH1
P46597	ASMT
P46663	BDKRB1
P46695	IER3
P46721	SLCO1A2
P46734	MAP2K3
P46736	BRCC3
P46776	RPL27A
P46777	RPL5
P46778	RPL21
P46779	RPL28
P46781	RPS9
P46782	RPS5
P46783	RPS10
P46821	MAP1B
P46926	GNPDA1
P46934	NEDD4
P46937	YAP1
P46939	UTRN
P46940	IQGAP1
P46952	HAAO
P46976	GYG1
P46977	STT3A
P47211	GALR1
P47224	RABIF
P47712	PLA2G4A
P47736	RAP1GAP
P47756	CAPZB
P47804	RGR
P47813	EIF1AX
P47869	GABRA2
P47870	GABRB2
P47871	GCGR
P47872	SCTR
P47874	OMP
P47895	ALDH1A3
P47897	QARS1
P47900	P2RY1
P47901	AVPR1B
P47902	CDX1
P47914	RPL29
P47928	ID4
P47929	LGALS7; LGALS7B
P47944	MT4
P47972	NPTX2
P47974	ZFP36L2
P47985	UQCRFS1
P47989	XDH
P47992	XCL1
P48023	FASLG
P48029	SLC6A8
P48039	MTNR1A
P48047	ATP5PO
P48051	KCNJ6
P48052	CPA2
P48058	GRIA4
P48059	LIMS1
P48060	GLIPR1
P48061	CXCL12
P48065	SLC6A12
P48066	SLC6A11
P48067	SLC6A9
P48147	PREP
P48163	ME1
P48165	GJA8
P48167	GLRB
P48169	GABRA4
P48200	IREB2
P48201	ATP5MC3
P48230	TM4SF4
P48304	REG1B
P48307	TFPI2
P48357	LEPR
P48378	RFX2
P48380	RFX3
P48382	RFX5
P48426	PIP4K2A
P48431	SOX2
P48436	SOX9
P48443	RXRG
P48444	ARCN1
P48448	ALDH3B2
P48449	LSS
P48454	PPP3CC
P48506	GCLC
P48507	GCLM
P48539	PCP4
P48544	KCNJ5
P48547	KCNC1
P48551	IFNAR2
P48552	NRIP1
P48553	TRAPPC10
P48556	PSMD8
P48595	SERPINB10
P48634	PRRC2A
P48637	GSS
P48643	CCT5
P48645	NMU
P48651	PTDSS1
P48664	SLC1A6
P48681	NES
P48723	HSPA13
P48728	AMT
P48735	IDH2
P48736	PIK3CG
P48739	PITPNB
P48740	MASP1
P48745	CCN3
P48764	SLC9A3
P48775	TDO2
P48788	TNNI2
P48960	ADGRE5
P48995	TRPC1
P49005	POLD2
P49006	MARCKSL1
P49019	HCAR3
P49023	PXN
P49069	CAMLG
P49116	NR2C2
P49137	MAPKAPK2
P49146	NPY2R
P49184	DNASE1L1
P49189	ALDH9A1
P49207	RPL34
P49221	TGM4
P49223	SPINT3
P49238	CX3CR1
P49247	RPIA
P49257	LMAN1
P49279	SLC11A1
P49281	SLC11A2
P49321	NASP
P49326	FMO5
P49327	FASN
P49336	CDK8
P49354	FNTA
P49356	FNTB
P49366	DHPS
P49368	CCT3
P49406	MRPL19
P49407	ARRB1
P49411	TUFM
P49418	AMPH
P49419	ALDH7A1
P49427	CDC34
P49447	CYB561
P49448	GLUD2
P49450	CENPA
P49454	CENPF
P49459	UBE2A
P49585	PCYT1A
P49588	AARS1
P49589	CARS1
P49590	HARS2
P49593	PPM1F
P49619	DGKG
P49638	TTPA
P49639	HOXA1
P49640	EVX1
P49641	MAN2A2
P49642	PRIM1
P49643	PRIM2
P49662	CASP4
P49674	CSNK1E
P49675	STAR
P49685	GPR15
P49703	ARL4D
P49715	CEBPA
P49716	CEBPD
P49720	PSMB3
P49721	PSMB2
P49736	MCM2
P49746	THBS3
P49747	COMP
P49748	ACADVL
P49750	YLPM1
P49753	ACOT2
P49754	VPS41
P49755	TMED10
P49756	RBM25
P49757	NUMB
P49758	RGS6
P49759	CLK1
P49760	CLK2
P49761	CLK3
P49763	PGF
P49765	VEGFB
P49767	VEGFC
P49768	PSEN1
P49770	EIF2B2
P49788	RARRES1
P49789	FHIT
P49790	NUP153
P49792	RANBP2
P49796	RGS3
P49798	RGS4
P49810	PSEN2
P49815	TSC2
P49821	NDUFV1
P49840	GSK3A
P49841	GSK3B
P49842	WHR1
P49848	TAF6
P49862	KLK7
P49863	GZMK
P49902	NT5C2
P49903	SEPHS1
P49908	SELENOP
P49910	ZNF165
P49914	MTHFS
P49915	GMPS
P49916	LIG3
P49917	LIG4
P49918	CDKN1C
P49959	MRE11
P49961	ENTPD1
P50052	AGTR2
P50053	KHK
P50120	RBP2
P50135	HNMT
P50148	GNAQ
P50150	GNG4
P50151	GNG10
P50213	IDH3A
P50219	MNX1
P50221	MEOX1
P50222	MEOX2
P50225	SULT1A1
P50226	SULT1A2
P50238	CRIP1
P50281	MMP14
P50336	PPOX
P50391	NPY4R
P50395	GDI2
P50402	EMD
P50416	CPT1A
P50440	GATM
P50443	SLC26A2
P50453	SERPINB9
P50454	SERPINH1
P50461	CSRP3
P50479	PDLIM4
P50502	ST13
P50539	MXI1
P50542	PEX5
P50548	ERF
P50549	ETV1
P50552	VASP
P50570	DNM2
P50579	METAP2
P50591	TNFSF10
P50607	TUB
P50613	CDK7
P50616	TOB1
P50747	HLCS
P50748	KNTC1
P50749	RASSF2
P50750	CDK9
P50851	LRBA
P50876	RNF144A
P50895	BCAM
P50897	PPT1
P50914	RPL14
P50990	CCT8
P50991	CCT4
P50993	ATP1A2
P50995	ANXA11
P51114	FXR1
P51116	FXR2
P51124	GZMM
P51148	RAB5C
P51149	RAB7A
P51151	RAB9A
P51153	RAB13
P51157	RAB28
P51159	RAB27A
P51161	FABP6
P51164	ATP4B
P51168	SCNN1B
P51170	SCNN1G
P51172	SCNN1D
P51178	PLCD1
P51397	DAP
P51398	DAP3
P51449	RORC
P51451	BLK
P51452	DUSP3
P51504	ZNF80
P51511	MMP15
P51512	MMP16
P51513	NOVA1
P51522	ZNF83
P51523	ZNF84
P51530	DNA2
P51531	SMARCA2
P51532	SMARCA4
P51553	IDH3G
P51570	GALK1
P51571	SSR4
P51572	BCAP31
P51575	P2RX1
P51580	TPMT
P51582	P2RY4
P51587	BRCA2
P51589	CYP2J2
P51606	RENBP
P51608	MECP2
P51610	HCFC1
P51617	IRAK1
P51636	CAV2
P51648	ALDH3A2
P51649	ALDH5A1
P51654	GPC3
P51659	HSD17B4
P51665	PSMD7
P51668	UBE2D1
P51671	CCL11
P51674	GPM6A
P51677	CCR3
P51679	CCR4
P51681	CCR5
P51684	CCR6
P51685	CCR8
P51686	CCR9
P51687	SUOX
P51688	SGSH
P51690	ARSL
P51692	STAT5B
P51693	APLP1
P51784	USP11
P51786	ZNF157
P51787	KCNQ1
P51788	CLCN2
P51790	CLCN3
P51793	CLCN4
P51795	CLCN5
P51797	CLCN6
P51798	CLCN7
P51800	CLCNKA
P51801	CLCNKB
P51805	PLXNA3
P51808	DYNLT3
P51810	GPR143
P51811	XK
P51812	RPS6KA3
P51813	BMX
P51814	ZNF41
P51815	ZNF75D
P51816	AFF2
P51817	PRKX
P51825	AFF1
P51826	AFF3
P51828	ADCY7
P51841	GUCY2F
P51854	TKTL1
P51857	AKR1D1
P51858	HDGF
P51864	CRIPTO3
P51878	CASP5
P51884	LUM
P51888	PRELP
P51911	CNN1
P51946	CCNH
P51948	MNAT1
P51955	NEK2
P51956	NEK3
P51957	NEK4
P51959	CCNG1
P51965	UBE2E1
P51991	HNRNPA3
P51993	FUT6
P52179	MYOM1
P52198	RND2
P52209	PGD
P52272	HNRNPM
P52292	KPNA2
P52294	KPNA1
P52298	NCBP2
P52306	RAP1GDS1
P52333	JAK3
P52429	DGKE
P52434	POLR2H
P52435	POLR2J
P52564	MAP2K6
P52565	ARHGDIA
P52566	ARHGDIB
P52569	SLC7A2
P52594	AGFG1
P52597	HNRNPF
P52630	STAT2
P52655	GTF2A1
P52657	GTF2A2
P52701	MSH6
P52732	KIF11
P52736	ZNF133
P52737	ZNF136
P52738	ZNF140
P52739	ZNF131
P52740	ZNF132
P52741	ZNF134
P52742	ZNF135
P52744	ZNF138
P52746	ZNF142
P52747	ZNF143
P52756	RBM5
P52757	CHN2
P52758	RIDA
P52788	SMS
P52789	HK2
P52790	HK3
P52797	EFNA3
P52798	EFNA4
P52803	EFNA5
P52815	MRPL12
P52823	STC1
P52824	DGKQ
P52848	NDST1
P52849	NDST2
P52888	THOP1
P52895	AKR1C2
P52926	HMGA2
P52943	CRIP2
P52945	PDX1
P52948	NUP98
P52951	GBX2
P52952	NKX2-5
P53007	SLC25A1
P53041	PPP5C
P53350	PLK1
P53355	DAPK1
P53365	ARFIP2
P53367	ARFIP1
P53370	NUDT6
P53384	NUBP1
P53396	ACLY
P53420	COL4A4
P53539	FOSB
P53567	CEBPG
P53582	METAP1
P53597	SUCLG1
P53602	MVD
P53609	PGGT1B
P53611	RABGGTB
P53621	COPA
P53634	CTSC
P53667	LIMK1
P53671	LIMK2
P53672	CRYBA2
P53673	CRYBA4
P53674	CRYBB1
P53675	CLTCL1
P53677	AP3M2
P53680	AP2S1
P53701	HCCS
P53708	ITGA8
P53778	MAPK12
P53779	MAPK10
P53801	PTTG1IP
P53803	POLR2K
P53804	TTC3
P53805	RCAN1
P53814	SMTN
P53816	PLAAT3
P53985	SLC16A1
P53990	IST1
P53992	SEC24C
P53999	SUB1
P54098	POLG
P54105	CLNS1A
P54132	BLM
P54136	RARS1
P54198	HIRA
P54219	SLC18A1
P54253	ATXN1
P54257	HAP1
P54259	ATN1
P54274	TERF1
P54277	PMS1
P54278	PMS2
P54289	CACNA2D1
P54296	MYOM2
P54315	PNLIPRP1
P54368	OAZ1
P54577	YARS1
P54578	USP14
P54619	PRKAG1
P54646	PRKAA2
P54652	HSPA2
P54687	BCAT1
P54707	ATP12A
P54709	ATP1B3
P54710	FXYD2
P54725	RAD23A
P54727	RAD23B
P54750	PDE1A
P54753	EPHB3
P54756	EPHA5
P54760	EPHB4
P54762	EPHB1
P54764	EPHA4
P54793	ARSF
P54802	NAGLU
P54803	GALC
P54821	PRRX1
P54826	GAS1
P54829	PTPN5
P54840	GYS2
P54845	NRL
P54849	EMP1
P54851	EMP2
P54852	EMP3
P54855	UGT2B15
P54868	HMGCS2
P54886	ALDH18A1
P54920	NAPA
P55001	MFAP2
P55008	AIF1
P55010	EIF5
P55011	SLC12A2
P55017	SLC12A3
P55036	PSMD4
P55039	DRG2
P55040	GEM
P55042	RRAD
P55055	NR1H2
P55060	CSE1L
P55061	TMBIM6
P55064	AQP5
P55072	VCP
P55073	DIO3
P55081	MFAP1
P55082	MFAP3
P55083	MFAP4
P55084	HADHB
P55085	F2RL1
P55087	AQP4
P55089	UCN
P55107	GDF10
P55145	MANF
P55157	MTTP
P55160	NCKAP1L
P55197	MLLT10
P55198	MLLT6
P55199	ELL
P55201	BRPF1
P55209	NAP1L1
P55210	CASP7
P55211	CASP9
P55212	CASP6
P55259	GP2
P55263	ADK
P55283	CDH4
P55285	CDH6
P55287	CDH11
P55290	CDH13
P55291	CDH15
P55317	FOXA1
P55327	TPD52
P55345	PRMT2
P55347	PKNOX1
P55735	SEC13
P55769	SNU13
P55771	PAX9
P55773	CCL23
P55774	CCL18
P55786	NPEPPS
P55789	GFER
P55795	HNRNPH2
P55808	XG
P55809	OXCT1
P55822	SH3BGR
P55851	UCP2
P55854	SUMO3
P55884	EIF3B
P55899	FCGRT
P55916	UCP3
P55957	BID
P56134	ATP5MF
P56159	GFRA1
P56177	DLX1
P56178	DLX5
P56179	DLX6
P56180	TPTE
P56182	RRP1
P56192	MARS1
P56199	ITGA1
P56202	CTSW
P56211	ARPP19
P56270	MAZ
P56278	MTCP1
P56279	TCL1A
P56282	POLE2
P56373	P2RX3
P56377	AP1S2
P56381	ATP5F1E
P56385	ATP5ME
P56470	LGALS4
P56524	HDAC4
P56537	EIF6
P56539	CAV3
P56545	CTBP2
P56556	NDUFA6
P56557	TMEM50B
P56559	ARL4C
P56589	PEX3
P56597	NME5
P56645	PER3
P56693	SOX10
P56696	KCNQ4
P56703	WNT3
P56705	WNT4
P56706	WNT7B
P56715	RP1
P56730	PRSS12
P56747	CLDN6
P56748	CLDN8
P56749	CLDN12
P56750	CLDN17
P56817	BACE1
P56856	CLDN18
P56880	CLDN20
P56937	HSD17B7
P56945	BCAR1
P56975	NRG3
P57052	RBM11
P57053	H2BC12L
P57054	PIGP
P57055	RIPPLY3
P57057	SLC37A1
P57058	HUNK
P57059	SIK1
P57071	PRDM15
P57073	SOX8
P57075	UBASH3A
P57076	CFAP298
P57077	MAP3K7CL
P57081	WDR4
P57082	TBX4
P57086	SCAND1
P57087	JAM2
P57088	TMEM33
P57103	SLC8A3
P57105	SYNJ2BP
P57678	GEMIN4
P57679	EVC
P57682	KLF3
P57721	PCBP3
P57723	PCBP4
P57727	TMPRSS3
P57729	RAB38
P57730	CARD18
P57735	RAB25
P57737	CORO7
P57738	TCTA
P57739	CLDN2
P57740	NUP107
P57764	GSDMD
P57771	RGS8
P57772	EEFSEC
P57773	GJA9
P57775	FBXW4
P57789	KCNK10
P57796	CABP4
P58004	SESN2
P58005	SESN3
P58012	FOXL2
P58062	SPINK7
P58107	EPPK1
P58166	INHBE
P58215	LOXL3
